,Unnamed: 0,defectname,site,charge,dH_eV,2+/1+,1+/0,0/1-,1-/2-,2-/3-,3-/4-,formula,bandgap_eV,dH_eV_per_atom,electron_effective_mass,level_theory,filename,defectid,poscar,structure,min_dH,adjusted_dH,is_binary_or_ternary
34,35,V_O,1,0,3.7044,,,,,,,Fe2Ni1O4,0.9691,-1.6407,2.992,DFT_PBE_U,NREL_MatDb.0011562,0011562,"
1.0
  0.016985982 4.193288938 4.182262226
  4.219989774 -0.009719221 4.208262951
  4.21029134 4.210230525 -1.1428e-05
 Fe1  Fe2  Ni  O1  O2 
2 2 2 4 4 
direct
    0.9949125599999998   0.9987731500000001   0.0031572899999999
    0.2550874300000000   0.2512269400000001   0.2468427499999999
    0.6250000200000000   0.6250000300000002   0.6250000199999999
    0.6250000199999999   0.6250000300000000   0.1250000100000000
    0.6249999999999999   0.1250000500000001   0.6250000100000002
    0.1250000199999999   0.6250000200000000   0.6250000199999999
    0.8648117000000000   0.3891950800000002   0.8729965500000000
    0.3923666499999998   0.8599729100000002   0.8738297600000000
    0.8576333499999998   0.3900271400000001   0.3761703100000001
    0.3851883899999999   0.8608048600000001   0.3770035200000000
    0.8651819499999999   0.8635814100000003   0.8761334999999998
    0.8651885499999998   0.8635760300000001   0.3951029300000001
    0.3848115200000001   0.3864240100000000   0.8548970599999998
    0.3848181300000000   0.3864186300000000   0.3738665700000000
","Full Formula (Fe4 Ni2 O8)
Reduced Formula: Fe2NiO4
abc   :   5.922439   5.959688   5.954208
angles:  60.030188  59.822610  60.031784
pbc   :       True       True       True
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Fe3+  0.994913  0.998773  0.003157
  1  Fe3+  0.255087  0.251227  0.246843
  2  Fe3+  0.625     0.625     0.625
  3  Fe3+  0.625     0.625     0.125
  4  Ni2+  0.625     0.125     0.625
  5  Ni2+  0.125     0.625     0.625
  6  O2-   0.864812  0.389195  0.872997
  7  O2-   0.392367  0.859973  0.87383
  8  O2-   0.857633  0.390027  0.37617
  9  O2-   0.385188  0.860805  0.377004
 10  O2-   0.865182  0.863581  0.876133
 11  O2-   0.865189  0.863576  0.395103
 12  O2-   0.384812  0.386424  0.854897
 13  O2-   0.384818  0.386419  0.373867",-1.6407,0.0,True
35,34,V_O,2,0,3.6121,,,,,,,Fe2Ni1O4,0.9691,-1.6407,2.992,DFT_PBE_U,NREL_MatDb.0011562,0011562,"
1.0
  0.016985982 4.193288938 4.182262226
  4.219989774 -0.009719221 4.208262951
  4.21029134 4.210230525 -1.1428e-05
 Fe1  Fe2  Ni  O1  O2 
2 2 2 4 4 
direct
    0.9949125599999998   0.9987731500000001   0.0031572899999999
    0.2550874300000000   0.2512269400000001   0.2468427499999999
    0.6250000200000000   0.6250000300000002   0.6250000199999999
    0.6250000199999999   0.6250000300000000   0.1250000100000000
    0.6249999999999999   0.1250000500000001   0.6250000100000002
    0.1250000199999999   0.6250000200000000   0.6250000199999999
    0.8648117000000000   0.3891950800000002   0.8729965500000000
    0.3923666499999998   0.8599729100000002   0.8738297600000000
    0.8576333499999998   0.3900271400000001   0.3761703100000001
    0.3851883899999999   0.8608048600000001   0.3770035200000000
    0.8651819499999999   0.8635814100000003   0.8761334999999998
    0.8651885499999998   0.8635760300000001   0.3951029300000001
    0.3848115200000001   0.3864240100000000   0.8548970599999998
    0.3848181300000000   0.3864186300000000   0.3738665700000000
","Full Formula (Fe4 Ni2 O8)
Reduced Formula: Fe2NiO4
abc   :   5.922439   5.959688   5.954208
angles:  60.030188  59.822610  60.031784
pbc   :       True       True       True
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Fe3+  0.994913  0.998773  0.003157
  1  Fe3+  0.255087  0.251227  0.246843
  2  Fe3+  0.625     0.625     0.625
  3  Fe3+  0.625     0.625     0.125
  4  Ni2+  0.625     0.125     0.625
  5  Ni2+  0.125     0.625     0.625
  6  O2-   0.864812  0.389195  0.872997
  7  O2-   0.392367  0.859973  0.87383
  8  O2-   0.857633  0.390027  0.37617
  9  O2-   0.385188  0.860805  0.377004
 10  O2-   0.865182  0.863581  0.876133
 11  O2-   0.865189  0.863576  0.395103
 12  O2-   0.384812  0.386424  0.854897
 13  O2-   0.384818  0.386419  0.373867",-1.6407,0.0,True
36,37,V_O,1,0,3.7345,,,,,,,Fe2Ni1O4,1.2021,-1.5347,7.932,DFT_PBE_U,NREL_MatDb.0011580,0011580,"
1.0
  1.4642e-05 4.272497509 4.185452174
  4.272571215 -1.2515e-05 4.185479544
  4.272556968 4.272510421 1.715e-06
 Fe  Ni  O1  O2 
4 2 4 4 
direct
    0.6232892599999998   0.6232889799999998   0.1300095800000001
    0.6232883800000001   0.6232889499999997   0.6234128200000001
    0.6265877500000001   0.1199890599999999   0.6267117500000000
    0.1199915200000000   0.6265875099999999   0.6267102200000000
    0.0043409800000002   0.0043452099999999   0.9956569800000001
    0.2543437900000000   0.2543422499999999   0.2456571900000000
    0.8678415400000000   0.8678341299999998   0.8634763799999999
    0.8678371999999999   0.8678380599999997   0.4008481800000001
    0.8491515900000000   0.3865226299999999   0.3821649400000001
    0.3865244699999999   0.8491521399999999   0.3821596400000001
    0.8552047900000000   0.4082011899999998   0.8682995600000002
    0.4081937100000000   0.8552080299999999   0.8682965800000000
    0.3817051100000000   0.3816984199999999   0.8418029400000000
    0.3817002000000000   0.3817037499999999   0.3947935400000000
","Full Formula (Fe4 Ni2 O8)
Reduced Formula: Fe2NiO4
abc   :   5.980990   5.981062   6.042275
angles:  59.660473  59.660801  60.678666
pbc   :       True       True       True
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Fe3+  0.623289  0.623289  0.13001
  1  Fe3+  0.623288  0.623289  0.623413
  2  Fe3+  0.626588  0.119989  0.626712
  3  Fe3+  0.119992  0.626588  0.62671
  4  Ni2+  0.004341  0.004345  0.995657
  5  Ni2+  0.254344  0.254342  0.245657
  6  O2-   0.867842  0.867834  0.863476
  7  O2-   0.867837  0.867838  0.400848
  8  O2-   0.849152  0.386523  0.382165
  9  O2-   0.386524  0.849152  0.38216
 10  O2-   0.855205  0.408201  0.8683
 11  O2-   0.408194  0.855208  0.868297
 12  O2-   0.381705  0.381698  0.841803
 13  O2-   0.3817    0.381704  0.394794",-1.6407,0.1060000000000001,True
37,36,V_O,2,0,3.5181,,,,,,,Fe2Ni1O4,1.2021,-1.5347,7.932,DFT_PBE_U,NREL_MatDb.0011580,0011580,"
1.0
  1.4642e-05 4.272497509 4.185452174
  4.272571215 -1.2515e-05 4.185479544
  4.272556968 4.272510421 1.715e-06
 Fe  Ni  O1  O2 
4 2 4 4 
direct
    0.6232892599999998   0.6232889799999998   0.1300095800000001
    0.6232883800000001   0.6232889499999997   0.6234128200000001
    0.6265877500000001   0.1199890599999999   0.6267117500000000
    0.1199915200000000   0.6265875099999999   0.6267102200000000
    0.0043409800000002   0.0043452099999999   0.9956569800000001
    0.2543437900000000   0.2543422499999999   0.2456571900000000
    0.8678415400000000   0.8678341299999998   0.8634763799999999
    0.8678371999999999   0.8678380599999997   0.4008481800000001
    0.8491515900000000   0.3865226299999999   0.3821649400000001
    0.3865244699999999   0.8491521399999999   0.3821596400000001
    0.8552047900000000   0.4082011899999998   0.8682995600000002
    0.4081937100000000   0.8552080299999999   0.8682965800000000
    0.3817051100000000   0.3816984199999999   0.8418029400000000
    0.3817002000000000   0.3817037499999999   0.3947935400000000
","Full Formula (Fe4 Ni2 O8)
Reduced Formula: Fe2NiO4
abc   :   5.980990   5.981062   6.042275
angles:  59.660473  59.660801  60.678666
pbc   :       True       True       True
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Fe3+  0.623289  0.623289  0.13001
  1  Fe3+  0.623288  0.623289  0.623413
  2  Fe3+  0.626588  0.119989  0.626712
  3  Fe3+  0.119992  0.626588  0.62671
  4  Ni2+  0.004341  0.004345  0.995657
  5  Ni2+  0.254344  0.254342  0.245657
  6  O2-   0.867842  0.867834  0.863476
  7  O2-   0.867837  0.867838  0.400848
  8  O2-   0.849152  0.386523  0.382165
  9  O2-   0.386524  0.849152  0.38216
 10  O2-   0.855205  0.408201  0.8683
 11  O2-   0.408194  0.855208  0.868297
 12  O2-   0.381705  0.381698  0.841803
 13  O2-   0.3817    0.381704  0.394794",-1.6407,0.1060000000000001,True
38,38,V_O,1,0,2.0859,,,,,,,Mn1O2,0.1764,-1.7633,2.268,DFT_PBE_U,NREL_MatDb.0011671,0011671,"
1.0
  3.141228552 2.221024919 2.221015134
  3.14122855 -2.221024866 -2.221015184
  3.3e-08 2.066574515 -2.066579866
 Mn  O 
2 4 
direct
    0.0000000000000003   0.9999999999999998   1.0000000000000002	+4
    0.5000000000000002   0.4999999999999999   0.5000000000000000	+4
    0.8054660100000002   0.1945339899999999   0.4999996900000000	-2
    0.1945339900000002   0.8054660099999998   0.5000003100000001	-2
    0.6945347700000003   0.6945347699999997   1.0000000000000000	-2
    0.3054652300000001   0.3054652300000000   0.0000000000000000	-2
","Full Formula (Mn2 O4)
Reduced Formula: MnO2
abc   :   4.442204   4.442204   2.922581
angles:  90.000035  89.999963  89.995770
pbc   :       True       True       True
Sites (6)
  #  SP           a         b    c
---  ----  --------  --------  ---
  0  Mn4+  0         1         1
  1  Mn4+  0.5       0.5       0.5
  2  O2-   0.805466  0.194534  0.5
  3  O2-   0.194534  0.805466  0.5
  4  O2-   0.694535  0.694535  1
  5  O2-   0.305465  0.305465  0",-1.7844,0.0210999999999998,True
39,40,V_O,1,0,3.0575,,,,,,,Mn2Ni1O4,0.246,-1.8038,2.604,DFT_PBE_U,NREL_MatDb.0011752,0011752,"
1.0
  2.54e-07 4.188871463 4.188198632
  4.297108049 -0.024197639 4.209936876
  4.297108109 4.213069431 -0.021738047
 Ni  Mn1  Mn2  O1  O2 
2 2 2 4 4 
direct
    0.6235070700000002   0.6252276200000001   0.1273122299999999
    0.6260469800000003   0.1226875900000001   0.6247725200000001
    0.6239652700000001   0.6254036400000001   0.6254671200000000
    0.1248357600000000   0.6245329700000000   0.6245965499999999
    0.0097082100000001   0.9885911999999999   0.9912592699999999
    0.2395584100000000   0.2587407700000001   0.2614087800000000
    0.8831787900000000   0.8482246099999999   0.8482865400000000
    0.4205053499999999   0.8486751300000002   0.8462662399999999
    0.8296897800000000   0.4017135300000000   0.4017753800000001
    0.3654464100000000   0.4037337900000000   0.4013249400000000
    0.8722212000000001   0.8471327400000001   0.4103310099999998
    0.8724659000000000   0.4111941400000002   0.8455264699999999
    0.3796847700000000   0.8396690100000000   0.4028673100000000
    0.3791864100000000   0.4044735700000001   0.8388059300000000
","Full Formula (Mn4 Ni2 O8)
Reduced Formula: Mn2NiO4
abc   :   5.923483   6.015754   6.017937
angles:  59.687989  60.493594  60.530357
pbc   :       True       True       True
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ni2+  0.623507  0.625228  0.127312
  1  Ni2+  0.626047  0.122688  0.624773
  2  Mn4+  0.623965  0.625404  0.625467
  3  Mn4+  0.124836  0.624533  0.624597
  4  Mn2+  0.009708  0.988591  0.991259
  5  Mn2+  0.239558  0.258741  0.261409
  6  O2-   0.883179  0.848225  0.848287
  7  O2-   0.420505  0.848675  0.846266
  8  O2-   0.82969   0.401714  0.401775
  9  O2-   0.365446  0.403734  0.401325
 10  O2-   0.872221  0.847133  0.410331
 11  O2-   0.872466  0.411194  0.845526
 12  O2-   0.379685  0.839669  0.402867
 13  O2-   0.379186  0.404474  0.838806",-1.8038,0.0,True
40,39,V_O,2,0,2.7852,,,,,,,Mn2Ni1O4,0.246,-1.8038,2.604,DFT_PBE_U,NREL_MatDb.0011752,0011752,"
1.0
  2.54e-07 4.188871463 4.188198632
  4.297108049 -0.024197639 4.209936876
  4.297108109 4.213069431 -0.021738047
 Ni  Mn1  Mn2  O1  O2 
2 2 2 4 4 
direct
    0.6235070700000002   0.6252276200000001   0.1273122299999999
    0.6260469800000003   0.1226875900000001   0.6247725200000001
    0.6239652700000001   0.6254036400000001   0.6254671200000000
    0.1248357600000000   0.6245329700000000   0.6245965499999999
    0.0097082100000001   0.9885911999999999   0.9912592699999999
    0.2395584100000000   0.2587407700000001   0.2614087800000000
    0.8831787900000000   0.8482246099999999   0.8482865400000000
    0.4205053499999999   0.8486751300000002   0.8462662399999999
    0.8296897800000000   0.4017135300000000   0.4017753800000001
    0.3654464100000000   0.4037337900000000   0.4013249400000000
    0.8722212000000001   0.8471327400000001   0.4103310099999998
    0.8724659000000000   0.4111941400000002   0.8455264699999999
    0.3796847700000000   0.8396690100000000   0.4028673100000000
    0.3791864100000000   0.4044735700000001   0.8388059300000000
","Full Formula (Mn4 Ni2 O8)
Reduced Formula: Mn2NiO4
abc   :   5.923483   6.015754   6.017937
angles:  59.687989  60.493594  60.530357
pbc   :       True       True       True
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ni2+  0.623507  0.625228  0.127312
  1  Ni2+  0.626047  0.122688  0.624773
  2  Mn4+  0.623965  0.625404  0.625467
  3  Mn4+  0.124836  0.624533  0.624597
  4  Mn2+  0.009708  0.988591  0.991259
  5  Mn2+  0.239558  0.258741  0.261409
  6  O2-   0.883179  0.848225  0.848287
  7  O2-   0.420505  0.848675  0.846266
  8  O2-   0.82969   0.401714  0.401775
  9  O2-   0.365446  0.403734  0.401325
 10  O2-   0.872221  0.847133  0.410331
 11  O2-   0.872466  0.411194  0.845526
 12  O2-   0.379685  0.839669  0.402867
 13  O2-   0.379186  0.404474  0.838806",-1.8038,0.0,True
41,42,V_O,1,0,4.9109,,,,,,,O2Ti1,2.2989,-3.2614,2.704,DFT_PBE_U,NREL_MatDb.0011764,0011764,"
1.0
  9.29923629 6.2e-08 -1.172e-06
  4.6e-08 5.520017232 9.8e-08
  -6.64e-07 9.6e-08 5.224753457
 O1  O2  Ti 
8 8 8 
direct
    0.5108880599999999   0.1489112899999999   0.3183002300000000
    0.0108865500000000   0.3510893099999999   0.6817000299999999
    0.4891134600000000   0.6489106699999999   0.1817001700000000
    0.9891119700000000   0.8510886399999998   0.8183001799999999
    0.4891134600000000   0.8510893099999997   0.6817001799999999
    0.9891119699999998   0.6489113699999998   0.3183001699999999
    0.5108880499999999   0.3510886999999999   0.8183002200000000
    0.0108865500000000   0.1489107200000000   0.1817000300000000
    0.7298733799999999   0.1095102600000000   0.9654042500000000
    0.2298732900000000   0.3904902599999999   0.0345959000000000
    0.2701268299999999   0.6095098399999997   0.5345960199999998
    0.7701265599999999   0.8904898399999999   0.4654043000000000
    0.2701268399999999   0.8904901599999999   0.0345960300000000
    0.7701265600000000   0.6095101699999999   0.9654043099999999
    0.7298733799999999   0.3904897399999999   0.4654042500000000
    0.2298732900000000   0.1095097400000000   0.5345959100000000
    0.6289170499999999   0.0999442300000000   0.6379617500000000
    0.1289191800000000   0.4000538899999999   0.3620377800000000
    0.3710805900000000   0.5999461500000000   0.8620376300000000
    0.8710830800000000   0.9000558499999998   0.1379617000000000
    0.3710806099999999   0.9000537899999999   0.3620376599999999
    0.8710830699999997   0.5999441499999999   0.6379617199999998
    0.6289170600000000   0.4000557900000000   0.1379617800000000
    0.1289191700000000   0.0999461500000000   0.8620377999999999
","Full Formula (Ti8 O16)
Reduced Formula: TiO2
abc   :   9.299236   5.520017   5.224753
angles:  89.999998  90.000015  89.999999
pbc   :       True       True       True
Sites (24)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O2-   0.510888  0.148911  0.3183
  1  O2-   0.010887  0.351089  0.6817
  2  O2-   0.489113  0.648911  0.1817
  3  O2-   0.989112  0.851089  0.8183
  4  O2-   0.489113  0.851089  0.6817
  5  O2-   0.989112  0.648911  0.3183
  6  O2-   0.510888  0.351089  0.8183
  7  O2-   0.010887  0.148911  0.1817
  8  O2-   0.729873  0.10951   0.965404
  9  O2-   0.229873  0.39049   0.034596
 10  O2-   0.270127  0.60951   0.534596
 11  O2-   0.770127  0.89049   0.465404
 12  O2-   0.270127  0.89049   0.034596
 13  O2-   0.770127  0.60951   0.965404
 14  O2-   0.729873  0.39049   0.465404
 15  O2-   0.229873  0.10951   0.534596
 16  Ti4+  0.628917  0.099944  0.637962
 17  Ti4+  0.128919  0.400054  0.362038
 18  Ti4+  0.371081  0.599946  0.862038
 19  Ti4+  0.871083  0.900056  0.137962
 20  Ti4+  0.371081  0.900054  0.362038
 21  Ti4+  0.871083  0.599944  0.637962
 22  Ti4+  0.628917  0.400056  0.137962
 23  Ti4+  0.128919  0.099946  0.862038",-3.2746,0.0131999999999998,True
42,41,V_O,2,0,5.3669,,,,,,,O2Ti1,2.2989,-3.2614,2.704,DFT_PBE_U,NREL_MatDb.0011764,0011764,"
1.0
  9.29923629 6.2e-08 -1.172e-06
  4.6e-08 5.520017232 9.8e-08
  -6.64e-07 9.6e-08 5.224753457
 O1  O2  Ti 
8 8 8 
direct
    0.5108880599999999   0.1489112899999999   0.3183002300000000
    0.0108865500000000   0.3510893099999999   0.6817000299999999
    0.4891134600000000   0.6489106699999999   0.1817001700000000
    0.9891119700000000   0.8510886399999998   0.8183001799999999
    0.4891134600000000   0.8510893099999997   0.6817001799999999
    0.9891119699999998   0.6489113699999998   0.3183001699999999
    0.5108880499999999   0.3510886999999999   0.8183002200000000
    0.0108865500000000   0.1489107200000000   0.1817000300000000
    0.7298733799999999   0.1095102600000000   0.9654042500000000
    0.2298732900000000   0.3904902599999999   0.0345959000000000
    0.2701268299999999   0.6095098399999997   0.5345960199999998
    0.7701265599999999   0.8904898399999999   0.4654043000000000
    0.2701268399999999   0.8904901599999999   0.0345960300000000
    0.7701265600000000   0.6095101699999999   0.9654043099999999
    0.7298733799999999   0.3904897399999999   0.4654042500000000
    0.2298732900000000   0.1095097400000000   0.5345959100000000
    0.6289170499999999   0.0999442300000000   0.6379617500000000
    0.1289191800000000   0.4000538899999999   0.3620377800000000
    0.3710805900000000   0.5999461500000000   0.8620376300000000
    0.8710830800000000   0.9000558499999998   0.1379617000000000
    0.3710806099999999   0.9000537899999999   0.3620376599999999
    0.8710830699999997   0.5999441499999999   0.6379617199999998
    0.6289170600000000   0.4000557900000000   0.1379617800000000
    0.1289191700000000   0.0999461500000000   0.8620377999999999
","Full Formula (Ti8 O16)
Reduced Formula: TiO2
abc   :   9.299236   5.520017   5.224753
angles:  89.999998  90.000015  89.999999
pbc   :       True       True       True
Sites (24)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O2-   0.510888  0.148911  0.3183
  1  O2-   0.010887  0.351089  0.6817
  2  O2-   0.489113  0.648911  0.1817
  3  O2-   0.989112  0.851089  0.8183
  4  O2-   0.489113  0.851089  0.6817
  5  O2-   0.989112  0.648911  0.3183
  6  O2-   0.510888  0.351089  0.8183
  7  O2-   0.010887  0.148911  0.1817
  8  O2-   0.729873  0.10951   0.965404
  9  O2-   0.229873  0.39049   0.034596
 10  O2-   0.270127  0.60951   0.534596
 11  O2-   0.770127  0.89049   0.465404
 12  O2-   0.270127  0.89049   0.034596
 13  O2-   0.770127  0.60951   0.965404
 14  O2-   0.729873  0.39049   0.465404
 15  O2-   0.229873  0.10951   0.534596
 16  Ti4+  0.628917  0.099944  0.637962
 17  Ti4+  0.128919  0.400054  0.362038
 18  Ti4+  0.371081  0.599946  0.862038
 19  Ti4+  0.871083  0.900056  0.137962
 20  Ti4+  0.371081  0.900054  0.362038
 21  Ti4+  0.871083  0.599944  0.637962
 22  Ti4+  0.628917  0.400056  0.137962
 23  Ti4+  0.128919  0.099946  0.862038",-3.2746,0.0131999999999998,True
43,44,V_O,1,0,3.539,,,,,,,Mn2Ni1O4,1.162,-1.7822,5.316,DFT_PBE_U,NREL_MatDb.0011908,0011908,"
1.0
  2.8803e-05 3.922539318 4.705569136
  4.185955253 2.5655e-05 4.705573678
  4.186031597 3.922626422 -4.6839e-05
 Mn  Ni  O1  O2 
4 2 4 4 
direct
    0.6220304099999999   0.6326380200000001   0.1317397399999999
    0.6173642499999998   0.6279691000000001   0.6364146599999999
    0.6364152500000000   0.1182503600000000   0.6173702899999999
    0.1317515999999999   0.6135857800000000   0.6220334399999999
    0.9884747300000000   0.0115235300000002   0.9884840299999996
    0.2384637500000000   0.2615259400000001   0.2384771900000000
    0.8893744300000000   0.8429053000000003   0.8600063899999998
    0.8600144199999999   0.4077116200000001   0.8893665499999999
    0.8422724199999999   0.3899713300000001   0.4071043799999999
    0.4070985800000000   0.3606411600000001   0.8422839900000000
    0.8646081699999999   0.8758959800000002   0.3937624100000000
    0.3937642600000000   0.8657509200000001   0.8645940399999998
    0.3842700299999999   0.8562395800000002   0.3740953299999999
    0.3740979900000000   0.3853916900000001   0.3842678400000000
","Full Formula (Mn4 Ni2 O8)
Reduced Formula: Mn2NiO4
abc   :   6.126067   6.297987   5.736711
angles:  60.988436  64.035058  54.976503
pbc   :       True       True       True
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mn3+  0.62203   0.632638  0.13174
  1  Mn3+  0.617364  0.627969  0.636415
  2  Mn3+  0.636415  0.11825   0.61737
  3  Mn3+  0.131752  0.613586  0.622033
  4  Ni2+  0.988475  0.011524  0.988484
  5  Ni2+  0.238464  0.261526  0.238477
  6  O2-   0.889374  0.842905  0.860006
  7  O2-   0.860014  0.407712  0.889367
  8  O2-   0.842272  0.389971  0.407104
  9  O2-   0.407099  0.360641  0.842284
 10  O2-   0.864608  0.875896  0.393762
 11  O2-   0.393764  0.865751  0.864594
 12  O2-   0.38427   0.85624   0.374095
 13  O2-   0.374098  0.385392  0.384268",-1.8038,0.0216,True
44,43,V_O,2,0,3.5487,,,,,,,Mn2Ni1O4,1.162,-1.7822,5.316,DFT_PBE_U,NREL_MatDb.0011908,0011908,"
1.0
  2.8803e-05 3.922539318 4.705569136
  4.185955253 2.5655e-05 4.705573678
  4.186031597 3.922626422 -4.6839e-05
 Mn  Ni  O1  O2 
4 2 4 4 
direct
    0.6220304099999999   0.6326380200000001   0.1317397399999999
    0.6173642499999998   0.6279691000000001   0.6364146599999999
    0.6364152500000000   0.1182503600000000   0.6173702899999999
    0.1317515999999999   0.6135857800000000   0.6220334399999999
    0.9884747300000000   0.0115235300000002   0.9884840299999996
    0.2384637500000000   0.2615259400000001   0.2384771900000000
    0.8893744300000000   0.8429053000000003   0.8600063899999998
    0.8600144199999999   0.4077116200000001   0.8893665499999999
    0.8422724199999999   0.3899713300000001   0.4071043799999999
    0.4070985800000000   0.3606411600000001   0.8422839900000000
    0.8646081699999999   0.8758959800000002   0.3937624100000000
    0.3937642600000000   0.8657509200000001   0.8645940399999998
    0.3842700299999999   0.8562395800000002   0.3740953299999999
    0.3740979900000000   0.3853916900000001   0.3842678400000000
","Full Formula (Mn4 Ni2 O8)
Reduced Formula: Mn2NiO4
abc   :   6.126067   6.297987   5.736711
angles:  60.988436  64.035058  54.976503
pbc   :       True       True       True
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mn3+  0.62203   0.632638  0.13174
  1  Mn3+  0.617364  0.627969  0.636415
  2  Mn3+  0.636415  0.11825   0.61737
  3  Mn3+  0.131752  0.613586  0.622033
  4  Ni2+  0.988475  0.011524  0.988484
  5  Ni2+  0.238464  0.261526  0.238477
  6  O2-   0.889374  0.842905  0.860006
  7  O2-   0.860014  0.407712  0.889367
  8  O2-   0.842272  0.389971  0.407104
  9  O2-   0.407099  0.360641  0.842284
 10  O2-   0.864608  0.875896  0.393762
 11  O2-   0.393764  0.865751  0.864594
 12  O2-   0.38427   0.85624   0.374095
 13  O2-   0.374098  0.385392  0.384268",-1.8038,0.0216,True
45,46,V_O,1,0,3.8945,,,,,,,Fe2Mg1O4,1.1513,-2.1601,2.578,DFT_PBE_U,NREL_MatDb.0011911,0011911,"
1.0
  -0.006597716 4.223325466 4.212128427
  4.22333178 -0.006597553 4.212131734
  4.21672674 4.216727175 4.033e-06
 Fe1  Fe2  Mg  O1  O2 
2 2 2 4 4 
direct
    0.9942088500000003   0.9942097800000002   0.0057903999999997
    0.2557910700000001   0.2557901400000001   0.2442097299999999
    0.6250000300000002   0.6250000300000002   0.1250000499999999
    0.6250000200000002   0.6250000200000001   0.6249999799999999
    0.6250000000000001   0.1250001300000000   0.6249999800000000
    0.1250001300000002   0.6250000000000000   0.6249999800000000
    0.8625767800000003   0.8625764500000001   0.8787287400000000
    0.8625764299999999   0.8625765900000001   0.3961176300000001
    0.3874236900000002   0.3874235300000000   0.8538821300000002
    0.3874233600000001   0.3874236900000000   0.3712714500000000
    0.8630276100000001   0.3887697200000001   0.8741010200000000
    0.3887704800000001   0.8630273200000002   0.8741014299999998
    0.8612293700000000   0.3869727700000000   0.3758986900000000
    0.3869724900000002   0.8612301300000000   0.3758991000000000
","Full Formula (Mg2 Fe4 O8)
Reduced Formula: Mg(FeO2)2
abc   :   5.964776   5.964782   5.963352
angles:  60.007843  60.007852  60.191314
pbc   :       True       True       True
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Fe3+  0.994209  0.99421   0.00579
  1  Fe3+  0.255791  0.25579   0.24421
  2  Fe3+  0.625     0.625     0.125
  3  Fe3+  0.625     0.625     0.625
  4  Mg2+  0.625     0.125     0.625
  5  Mg2+  0.125     0.625     0.625
  6  O2-   0.862577  0.862576  0.878729
  7  O2-   0.862576  0.862577  0.396118
  8  O2-   0.387424  0.387424  0.853882
  9  O2-   0.387423  0.387424  0.371271
 10  O2-   0.863028  0.38877   0.874101
 11  O2-   0.38877   0.863027  0.874101
 12  O2-   0.861229  0.386973  0.375899
 13  O2-   0.386972  0.86123   0.375899",-2.1601,0.0,True
46,45,V_O,2,0,3.772,,,,,,,Fe2Mg1O4,1.1513,-2.1601,2.578,DFT_PBE_U,NREL_MatDb.0011911,0011911,"
1.0
  -0.006597716 4.223325466 4.212128427
  4.22333178 -0.006597553 4.212131734
  4.21672674 4.216727175 4.033e-06
 Fe1  Fe2  Mg  O1  O2 
2 2 2 4 4 
direct
    0.9942088500000003   0.9942097800000002   0.0057903999999997
    0.2557910700000001   0.2557901400000001   0.2442097299999999
    0.6250000300000002   0.6250000300000002   0.1250000499999999
    0.6250000200000002   0.6250000200000001   0.6249999799999999
    0.6250000000000001   0.1250001300000000   0.6249999800000000
    0.1250001300000002   0.6250000000000000   0.6249999800000000
    0.8625767800000003   0.8625764500000001   0.8787287400000000
    0.8625764299999999   0.8625765900000001   0.3961176300000001
    0.3874236900000002   0.3874235300000000   0.8538821300000002
    0.3874233600000001   0.3874236900000000   0.3712714500000000
    0.8630276100000001   0.3887697200000001   0.8741010200000000
    0.3887704800000001   0.8630273200000002   0.8741014299999998
    0.8612293700000000   0.3869727700000000   0.3758986900000000
    0.3869724900000002   0.8612301300000000   0.3758991000000000
","Full Formula (Mg2 Fe4 O8)
Reduced Formula: Mg(FeO2)2
abc   :   5.964776   5.964782   5.963352
angles:  60.007843  60.007852  60.191314
pbc   :       True       True       True
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Fe3+  0.994209  0.99421   0.00579
  1  Fe3+  0.255791  0.25579   0.24421
  2  Fe3+  0.625     0.625     0.125
  3  Fe3+  0.625     0.625     0.625
  4  Mg2+  0.625     0.125     0.625
  5  Mg2+  0.125     0.625     0.625
  6  O2-   0.862577  0.862576  0.878729
  7  O2-   0.862576  0.862577  0.396118
  8  O2-   0.387424  0.387424  0.853882
  9  O2-   0.387423  0.387424  0.371271
 10  O2-   0.863028  0.38877   0.874101
 11  O2-   0.38877   0.863027  0.874101
 12  O2-   0.861229  0.386973  0.375899
 13  O2-   0.386972  0.86123   0.375899",-2.1601,0.0,True
